"","PWSID","PWS_Name","Counties_Served","Primacy_FINAL","Final_inst_update","Inst_Subtype","Residential","public","enfranchisement","Variablecoded","enfranchisement_final","Changed_enfranchisement.","SERVICE_CONNECTIONS","POPULATION","MHI","CALENVIRO_SCREEN_SCORE","FINAL_SAFER_STATUS","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","FUNDING_RECEIVED_SINCE_2017","PRIMARY_MCL_VIOLATION","SECONDARY_MCL_VIOLATION","E_COLI_VIOLATION","TREATMENT_TECHNIQUE_VIOLATION","MONITORING_AND_REPORTING_VIOLATION","HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL","TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL","PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL","NUMBER_OF_WATER_SOURCES_RISK_LEVEL","ABESENCE_OF_INTERTIES_RISK_LEVEL","BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL","SOURCE_CAPACITY_VIOLATION_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL","EXTREME_WATER_BILL_RISK_LEVEL","OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL","MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL","DAYS_CASH_ON_HAND_RISK_LEVEL","OPERATING_RATIO_RISK_LEVEL","Intend.to.apply.","Application.complete.","Type","Primary.Source.Water.Type","Source","Purchased","LN_POP","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL_BI","NUMBER_OF_WATER_SOURCES_RISK_LEVEL_BI","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL_BI","EXTREME_WATER_BILL_RISK_LEVEL_BI","FUNDING_any","FUNDING_any_failingoratriskonly","hasnotreceivedfunding","didnotapplycovid","TMF_combined_count","TMF_combined_any","Affordability_combined_count","Affordability_combined_any","Accessibility_combined_count","Accessibility_combined_any","WQ_combined_count","WQ_combined_any"
"46","CA4710009","WEED, CITY OF","Siskiyou","DISTRICT 01 - KLAMATH","City",NA,"Yes","Yes","Full",NA,"Full",NA,1111,2662,35318.42839,25.60566168,"Not At-Risk",0.5,757038,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","HIGH","NONE","Yes","Yes","C","GW","GW","Self-produced",7.88720858581393,"NONE","NONE","HIGH","NONE","Yes",NA,NA,"No","1","1","1","1","1","1","0","0"
"47","CA4710011","YREKA, CITY OF","Siskiyou","DISTRICT 01 - KLAMATH","City",NA,"Yes","Yes","Full",NA,"Full",NA,3015,7746,49367.42359,25.25018234,"Not At-Risk",1,8467000,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SW","SW","Self-produced",8.9550609506319,"NONE","NONE","NONE","NONE","Yes",NA,NA,"No","0","0","0","0","1","1","0","0"
"48","CA0810001","CITY OF CRESCENT CITY","Del Norte","DISTRICT 01 - KLAMATH","City",NA,"Yes","Yes","Full",NA,"Full",NA,3557,16711,64278.37352,22.84183117,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Yes","Yes","C","GW","GW","Self-produced",9.7238823032364,"NONE","HIGH","NONE","NONE","No",NA,NA,"No","0","0","0","0","2","1","0","0"
"49","CA2510001","CITY OF ALTURAS","Modoc","DISTRICT 02 - LASSEN","City",NA,"Yes","Yes","Full",NA,"Full",NA,1481,2715,43205.2718,31.7363981,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","GW","GW","Self-produced",7.90691548867859,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","1","1","0","0"
"50","CA4510001","CITY OF ANDERSON","Shasta","DISTRICT 02 - LASSEN","City",NA,"Yes","Yes","Full",NA,"Full",NA,3607,11147,56856.50748,23.12195583,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","No","C","GW","GW","Self-produced",9.31901538860184,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"51","CA4610001","CITY OF LOYALTON","Sierra","DISTRICT 02 - LASSEN","City",NA,"Yes","Yes","Full",NA,"Full",NA,343,983,61069.97425,18.27911427,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","Yes","Yes","C","GW","GW","Self-produced",6.89162589705225,"NONE","NONE","NONE","NONE","No",NA,NA,"No","1","1","0","0","1","1","0","0"
"52","CA3210003","CITY OF PORTOLA","Plumas","DISTRICT 02 - LASSEN","City",NA,"Yes","Yes","Full",NA,"Full",NA,1154,2100,47153.16146,19.68524602,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","SWP","SW","Purchased",7.650168700845,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","0","0","0","0"
"53","CA4510005","CITY OF REDDING","Shasta","DISTRICT 02 - LASSEN","City",NA,"Yes","Yes","Full",NA,"Full",NA,30580,87741,76160.1263,17.51910762,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SW","SW","Self-produced",11.3821559690809,NA,NA,NA,NA,"No",NA,NA,"No","0","0","0","0","0","0","0","0"
"54","CA3110008","CITY OF ROSEVILLE","Placer","DISTRICT 02 - LASSEN","City",NA,"Yes","Yes","Full",NA,"Full",NA,50722,149779,105078.4293,15.05443071,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SW","SW","Self-produced",11.9169228298034,NA,NA,NA,NA,"No",NA,NA,"No","0","0","0","0","0","0","0","0"
"55","CA4510006","CITY OF SHASTA LAKE","Shasta","DISTRICT 02 - LASSEN","City",NA,"Yes","Yes","Full",NA,"Full",NA,3900,10657,49072.43639,19.83278919,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SW","SW","Self-produced",9.27406606285673,"NONE","HIGH","NONE","NONE","No",NA,NA,"No","0","0","0","0","2","1","0","0"
"56","CA1810001","CITY OF SUSANVILLE","Lassen","DISTRICT 02 - LASSEN","City",NA,"Yes","Yes","Full",NA,"Full",NA,3772,7811,55071.31023,20.54082193,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",8.96341629199657,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"57","CA3110004","CITY OF LINCOLN","Placer","DISTRICT 02 - LASSEN","City",NA,"Yes","Yes","Full",NA,"Full",NA,22127,51252,105460.6846,9.822203712,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Yes","Yes","C","SWP","SW","Purchased",10.8445294318728,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"58","CA2810005","AMERICAN CANYON, CITY OF","Napa","DISTRICT 03 - MENDOCINO","City",NA,"Yes","Yes","Full",NA,"Full",NA,6868,20990,164638.4037,30.78591325,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Yes","Yes","C","SW","SW","Self-produced",9.95184905341401,"NONE","HIGH","NONE","NONE","No","No","Yes","No","1","1","0","0","2","1","1","1"
"59","CA2810002","CALISTOGA, CITY OF","Napa","DISTRICT 03 - MENDOCINO","City",NA,"Yes","Yes","Full",NA,"Full",NA,2229,5610,95284.01298,13.9541815,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",NA,"NONE","Yes","Yes","C","SW","SW","Self-produced",8.63248423575097,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"60","CA2310001","FORT BRAGG, CITY OF","Mendocino","DISTRICT 03 - MENDOCINO","City",NA,"Yes","Yes","Full",NA,"Full",NA,2869,6983,41427.87096,24.38799841,"Potentially At-Risk",1,691796,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SW","SW","Self-produced",8.85137709751944,"NONE","NONE","HIGH","NONE","Yes",NA,NA,"No","0","0","1","1","1","1","0","0"
"61","CA1710004","LAKEPORT, CITY OF","Lake","DISTRICT 03 - MENDOCINO","City",NA,"Yes","Yes","Full",NA,"Full",NA,2314,4762,83124.8667,20.45057349,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SW","SW","Self-produced",8.46863300080086,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"62","CA2810003","NAPA, CITY OF","Napa","DISTRICT 03 - MENDOCINO","City",NA,"Yes","Yes","Full",NA,"Full",NA,24950,85005,128499.3889,13.35209541,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SW","SW","Self-produced",11.3504771212165,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"63","CA2810004","ST. HELENA, CITY OF","Napa","DISTRICT 03 - MENDOCINO","City",NA,"Yes","Yes","Full",NA,"Full",NA,2551,5386,93121.76464,16.62802638,"Failing",0.5,0,"YES","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SW","SW","Self-produced",8.59174392268053,"NONE","NONE","NONE","NONE","No","No","Yes","No","0","0","0","0","0","0","0","0"
"64","CA2810007","TOWN OF YOUNTVILLE","Napa","DISTRICT 03 - MENDOCINO","City",NA,"Yes","Yes","Full",NA,"Full",NA,837,2751,68942.77836,19.933019,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",7.92008319905323,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"65","CA2310003","UKIAH, CITY OF","Mendocino","DISTRICT 03 - MENDOCINO","City",NA,"Yes","Yes","Full",NA,"Full",NA,4940,16607,63453.66082,26.22682455,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SW","SW","Self-produced",9.71763978596561,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"66","CA2310004","WILLITS, CITY OF","Mendocino","DISTRICT 03 - MENDOCINO","City",NA,"Yes","Yes","Full",NA,"Full",NA,2393,6175,56143.21028,27.79412155,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","SW","SW","Self-produced",8.72842609170461,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","1","1"
"67","CA0710004","BRENTWOOD","Contra Costa","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,21441,64513,132247.1005,25.46085771,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",11.0746375334946,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"68","CA0710001","CITY OF ANTIOCH","Contra Costa","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,33597,115074,106429.2198,29.68674635,NA,NA,5.6e+07,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SW","SW","Self-produced",11.6533393686854,NA,NA,NA,NA,"Yes",NA,NA,"No","0","0","0","0","0","0","0","0"
"69","CA4810001","CITY OF BENICIA","Solano","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,9595,27131,107669.0345,17.50766895,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SW","SW","Self-produced",10.208469122066,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"70","CA4810009","CITY OF DIXON","Solano","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,3571,11784,87078.59586,31.35582698,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Yes","Yes","C","GW","GW","Self-produced",9.37458281537023,"HIGH","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"71","CA4810003","CITY OF FAIRFIELD","Solano","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,32910,120377,112087.7361,20.9562384,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SW","SW","Self-produced",11.6983920709083,NA,NA,NA,NA,"No",NA,NA,"No","0","0","0","0","0","0","0","0"
"72","CA0110006","CITY OF HAYWARD","Alameda","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,36838,162954,126047.851,27.62713771,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SWP","SW","Purchased",12.0012293680539,NA,NA,NA,NA,"No",NA,NA,"No","0","0","0","0","0","0","0","0"
"73","CA0110011","CITY OF LIVERMORE","Alameda","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,9932,35672,168487.6953,14.02916411,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",10.4821493791057,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"74","CA0710006","CITY OF MARTINEZ","Contra Costa","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,10230,30997,133165.0394,17.28607692,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",10.341677965257,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"75","CA0710008","CITY OF PITTSBURG","Contra Costa","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,19534,62500,93356.32525,41.4785693,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",NA,"NONE","Yes","Yes","C","SWP","SW","Purchased",11.0429378355965,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"76","CA0110008","CITY OF PLEASANTON","Alameda","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,22815,79871,174589.54,10.53396555,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",11.288180632289,"HIGH","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"77","CA4810004","CITY OF RIO VISTA","Solano","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,5646,10489,78544.68586,41.73928738,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",9.25817770139034,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","1","1"
"78","CA4810008","CITY OF VACAVILLE","Solano","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,30004,97155,105558.8204,20.90369341,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SW","SW","Self-produced",11.4840732130632,NA,NA,NA,NA,"No",NA,NA,"No","0","0","0","0","0","0","0","0"
"79","CA4810007","CITY OF VALLEJO","Solano","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,37973,126090,106248.3997,32.2419421,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SW","SW","Self-produced",11.7447591474789,NA,NA,NA,NA,"No",NA,NA,"No","0","0","0","0","0","0","0","0"
"80","CA4810021","CITY OF VALLEJO-LAKES SYSTEM","Solano","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,854,2800,106739.1772,31.42979913,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SW","SW","Self-produced",7.93773177526011,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"81","CA3810003","HHW&P MOCCASIN COMPOUND-SFPUC","San Francisco","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,89,344,53907.3584,15.73505515,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",5.84354441703136,"NONE","HIGH","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"82","CA3810001","SAN FRANCISCO REGIONAL WATER SYSTEM","San Francisco","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,257,600,90483.53533,25.26728687,NA,NA,238218951,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SW","SW","Self-produced",6.39859493453521,NA,NA,NA,NA,"Yes",NA,NA,"No","0","0","0","0","0","0","0","0"
"83","CA0110012","TOWN OF SUNOL - SFPUC","Alameda","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,121,342,158708.5869,6.475598667,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",5.83773044716594,"NONE","HIGH","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"84","CA3810011","SFPUC CITY DISTRIBUTION DIVISION","San Francisco","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,171032,834046,133851.0038,17.72552158,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SWP","SW","Purchased",13.6340450346691,NA,NA,NA,NA,"No",NA,NA,"No","0","0","0","0","0","0","0","0"
"85","CA0110018","SFPUC-PLEASANTON WELLS","Alameda","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,1,1,197969,9.513342995,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","GW","GW","Self-produced",0.693147180559945,NA,NA,NA,NA,"No",NA,NA,"No","0","0","0","0","0","0","0","0"
"86","CA2710007","GONZALES, CITY OF","Monterey","DISTRICT 05 - MONTEREY","City",NA,"Yes","Yes","Full",NA,"Full",NA,1961,8576,65248.23999,33.62965444,"Not At-Risk",0.5,371414.19,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE",NA,"NONE","Yes","Yes","C","GW","GW","Self-produced",9.05683948099042,"NONE","NONE","NONE","NONE","Yes",NA,NA,"No","0","0","0","0","1","1","0","0"
"87","CA2710008","GREENFIELD, CITY OF","Monterey","DISTRICT 05 - MONTEREY","City",NA,"Yes","Yes","Full",NA,"Full",NA,3880,18967,51012,28.74856041,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",9.85050862774524,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"88","CA3510001","HOLLISTER, CITY OF","San Benito","DISTRICT 05 - MONTEREY","City",NA,"Yes","Yes","Full",NA,"Full",NA,7861,25941,95573.88552,31.17545445,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Yes","Yes","C","SWP","SW","Purchased",10.1636185559006,"NONE","NONE","NONE","NONE","No",NA,NA,"No","1","1","0","0","0","0","0","0"
"89","CA3510002","SAN JUAN BAUTISTA, CITY OF","San Benito","DISTRICT 05 - MONTEREY","City",NA,"Yes","Yes","Full",NA,"Full",NA,834,2335,92535.07629,26.49810293,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",7.75619534394812,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"90","CA4410010","SANTA CRUZ WATER DEPARTMENT","Santa Cruz","DISTRICT 05 - MONTEREY","City",NA,"Yes","Yes","Full",NA,"Full",NA,25429,95017,110290.8576,12.39893751,"Potentially At-Risk",0.5,103453000,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SW","SW","Self-produced",11.461821626319,"HIGH","NONE","NONE","NONE","Yes",NA,NA,"No","0","0","0","0","0","0","0","0"
"91","CA2710018","SEASIDE MUNICIPAL WATER SYSTEM","Monterey","DISTRICT 05 - MONTEREY","City",NA,"Yes","Yes","Full",NA,"Full",NA,792,2800,71469.9481,14.38716885,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",7.93773177526011,"NONE","NONE","HIGH","HIGH","No",NA,NA,"No","0","0","2","1","0","0","0","0"
"92","CA2710011","SOLEDAD, CITY OF","Monterey","DISTRICT 05 - MONTEREY","City",NA,"Yes","Yes","Full",NA,"Full",NA,4400,18648,73420.65063,20.14574636,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE",NA,"HIGH","Yes","Yes","C","GW","GW","Self-produced",9.83354780433145,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"93","CA4410011","WATSONVILLE, CITY OF","Santa Cruz","DISTRICT 05 - MONTEREY","City",NA,"Yes","Yes","Full",NA,"Full",NA,14955,65231,90898.99412,27.26349597,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SW","SW","Self-produced",11.085705425059,"HIGH","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"94","CA4010001","ARROYO GRANDE, WATER DEPARTMENT","San Luis Obispo","DISTRICT 06 - SANTA BARBARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,6844,17963,105355.4431,11.19130873,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",9.79612503420763,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"95","CA4210018","BUELLTON WATER DEPARTMENT","Santa Barbara","DISTRICT 06 - SANTA BARBARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,1837,5464,88807.75656,16.1778631,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",8.60611940061064,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"96","CA4210010","CITY OF SANTA BARBARA WATER DEPARTMENT","Santa Barbara","DISTRICT 06 - SANTA BARBARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,27358,98420,139246.6704,13.07729938,"Not At-Risk",0,70939267.86,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SW","SW","Self-produced",11.4970094749048,"NONE","NONE","NONE","NONE","Yes",NA,NA,"No","0","0","0","0","0","0","0","0"
