PWSID,PWS_Name,Counties_Served,Primacy_FINAL,Final_inst_update,Inst_Subtype,ancillary,public,enfranchisement,Variablecoded,enfranchisement_final,SERVICE_CONNECTIONS,POPULATION,MHI,CALENVIRO_SCREEN_SCORE,FINAL_SAFER_STATUS,PRIMARY_MCL_VIOLATION,SECONDARY_MCL_VIOLATION,E_COLI_VIOLATION,TREATMENT_TECHNIQUE_VIOLATION,MONITORING_AND_REPORTING_VIOLATION,WEIGHTED_WATER_QUALITY_SCORE,WEIGHTED_ACCESSIBILITY_SCORE,WEIGHTED_AFFORDABILITY_SCORE,WEIGHTED_TMF_CAPACITY_SCORE,FUNDING_RECEIVED_SINCE_2017,Total_risk,CURRENT_FAILING,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RAW_SCORE,EXTREME_WATER_BILL_RAW_SCORE,HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE,Intend.to.apply.,Application.complete.,FundingYorN,Type,Primary.Source.Water.Type,Source,Purchased,LN_POP
CA3810011,SFPUC CITY DISTRIBUTION DIVISION,San Francisco,DISTRICT 04 - SAN FRANCISCO,City,NA,No,Yes,Full,NA,Full,171048,884363,134546.7303,21.79236965,Not Assessed,NO,NO,NO,NO,NO,NA,NA,NA,NA,0,NA,Not Failing,NA,NA,NA,Yes,Yes,No,C,SWP,SW,Purchased,13.69262402157384
CA0110018,SFPUC-PLEASANTON WELLS,Alameda,DISTRICT 04 - SAN FRANCISCO,City,NA,No,Yes,Full,NA,Full,2,1,232821.7652,20.30374295,Not Assessed,NO,NO,NO,NO,NO,NA,NA,NA,NA,0,NA,Not Failing,NA,NA,NA,Yes,Yes,No,C,GW,GW,Self-produced,0.6931471805599453
CA2710007,"GONZALES, CITY OF",Monterey,DISTRICT 05 - MONTEREY,City,NA,No,Yes,Full,NA,Full,1968,8549,64478.8558,32.8608201,Not At-Risk,NO,NO,NO,NO,NO,0,1,0.33,0,371414.19,1.33,Not Failing,0,0,0.5,Yes,Yes,Yes,C,GW,GW,Self-produced,9.053686561930807
CA2710008,"GREENFIELD, CITY OF",Monterey,DISTRICT 05 - MONTEREY,City,NA,No,Yes,Full,NA,Full,3817,17517,51012,25.71239095,Potentially At-Risk,NO,NO,NO,NO,NO,0,0.33,2,0.67,0,3,Not Failing,NA,NA,1,Yes,Yes,No,C,GW,GW,Self-produced,9.770984202723035
CA3510001,"HOLLISTER, CITY OF",San Benito,DISTRICT 05 - MONTEREY,City,NA,No,Yes,Full,NA,Full,7849,23358,81240.22618,22.56061819,Not At-Risk,NO,NO,NO,NO,NO,0.5,0,0.33,0.33,0,1.16,Not Failing,0,0,0.5,Yes,Yes,No,C,SWP,SW,Purchased,10.058737627806687
CA3510002,"SAN JUAN BAUTISTA, CITY OF",San Benito,DISTRICT 05 - MONTEREY,City,NA,No,Yes,Full,NA,Full,834,2335,71291.90928,26.49810293,Not At-Risk,NO,NO,NO,NO,NO,0.25,0.33,0,0.33,0,0.91,Not Failing,NA,NA,0,Yes,Yes,No,C,GW,GW,Self-produced,7.756195343948118
CA4410010,SANTA CRUZ WATER DEPARTMENT,Santa Cruz,DISTRICT 05 - MONTEREY,City,NA,No,Yes,Full,NA,Full,24623,87957,106610.7136,10.82808896,Not At-Risk,NO,NO,NO,NO,NO,0.25,0.67,0.33,0.33,103453000,1.58,Not Failing,0,0,0.5,Yes,Yes,Yes,C,SW,SW,Self-produced,11.384614706802191
CA2710018,SEASIDE MUNICIPAL WATER SYSTEM,Monterey,DISTRICT 05 - MONTEREY,City,NA,No,Yes,Full,NA,Full,792,2800,62867.07553,15.31850219,Not At-Risk,NO,NO,NO,NO,NO,0,0,0,0.83,0,0.83,Not Failing,0,0,0,Yes,Yes,No,C,GW,GW,Self-produced,7.937731775260109
CA2710011,"SOLEDAD, CITY OF",Monterey,DISTRICT 05 - MONTEREY,City,NA,No,Yes,Full,NA,Full,4452,17073,61224.95835,25.72083301,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0.67,0.67,0,1.67,Not Failing,0,0,1,Yes,Yes,No,C,GW,GW,Self-produced,9.745312117570252
CA4410011,"WATSONVILLE, CITY OF",Santa Cruz,DISTRICT 05 - MONTEREY,City,NA,No,Yes,Full,NA,Full,14497,65384,88124.85021,43.86067064,Not At-Risk,NO,NO,NO,NO,NO,1.32,0.67,0.33,0,0,2.32,Not Failing,0,0,0.5,Yes,Yes,No,C,SW,SW,Self-produced,11.088048153340603
CA4010001,"ARROYO GRANDE, WATER DEPARTMENT",San Luis Obispo,DISTRICT 06 - SANTA BARBARA,City,NA,No,Yes,Full,NA,Full,6835,17963,100527.0956,6.793727224,Not At-Risk,NO,NO,NO,NO,NO,0,0,0,0,0,0,Not Failing,0,0,0,Yes,Yes,No,C,SWP,SW,Purchased,9.796125034207629
CA4210018,BUELLTON WATER DEPARTMENT,Santa Barbara,DISTRICT 06 - SANTA BARBARA,City,NA,No,Yes,Full,NA,Full,1834,5464,91655.91808,22.01170063,Not At-Risk,NO,NO,NO,NO,NO,0,0,0,0.67,0,0.67,Not Failing,0,0,0,Yes,Yes,No,C,SWP,SW,Purchased,8.60611940061064
CA4210010,CITY OF SANTA BARBARA WATER DEPARTMENT,Santa Barbara,DISTRICT 06 - SANTA BARBARA,City,NA,No,Yes,Full,NA,Full,27288,95628,127387.8994,6.783082702,Not At-Risk,NO,NO,NO,NO,NO,0.29,0,0,0,70939267.86,0.29,Not Failing,0,0,0,Yes,Yes,Yes,C,SW,SW,Self-produced,11.468231400319343
CA5610011,CITY OF SANTA PAULA,Ventura,DISTRICT 06 - SANTA BARBARA,City,NA,No,Yes,Full,NA,Full,7875,30657,73031.05363,28.33835593,Not At-Risk,NO,NO,NO,NO,NO,0.25,0.33,0.33,0,0,0.91,Not Failing,0,0,0.5,Yes,Yes,No,C,GW,GW,Self-produced,10.330648918726054
CA5610002,FILLMORE WATER DEPT,Ventura,DISTRICT 06 - SANTA BARBARA,City,NA,No,Yes,Full,NA,Full,4531,16419,73955.13534,25.60090352,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0.33,0,0,0.66,Not Failing,0,0,0.5,Yes,Yes,No,C,GW,GW,Self-produced,9.70625538300642
CA4010004,GROVER BEACH WATER DEPARTMENT,San Luis Obispo,DISTRICT 06 - SANTA BARBARA,City,NA,No,Yes,Full,NA,Full,4969,12701,67577.95353,24.63639444,Not At-Risk,NO,NO,NO,NO,NO,0,0,0.33,0,0,0.33,Not Failing,0,0,0.5,Yes,Yes,No,C,SW,SW,Self-produced,9.44951474036292
CA4210003,GUADALUPE WATER DEPARTMENT,Santa Barbara,DISTRICT 06 - SANTA BARBARA,City,NA,No,Yes,Full,NA,Full,2445,8293,50955.53578,44.00243999,Not At-Risk,NO,NO,NO,NO,NO,0,0,0.67,0,0,0.67,Not Failing,0,0,1,Yes,Yes,No,C,SWP,SW,Purchased,9.023287640806327
CA4210006,LOMPOC-CITY WATER UTILITY DIV,Santa Barbara,DISTRICT 06 - SANTA BARBARA,City,NA,No,Yes,Full,NA,Full,9795,40415,65131.10257,22.01170063,Not At-Risk,NO,NO,NO,NO,NO,0,0,0.33,0,0,0.33,Not Failing,0,0,0.5,Yes,Yes,No,C,SW,SW,Self-produced,10.606981025150217
CA4010011,MORRO BAY PW DEPT - WATER DIVISION,San Luis Obispo,DISTRICT 06 - SANTA BARBARA,City,NA,No,Yes,Full,NA,Full,5506,15543,78108.30269,16.21249993,Not At-Risk,NO,NO,NO,NO,NO,1.5,0,0,0.33,0,1.83,Not Failing,0,0,0,Yes,Yes,No,C,SWP,SW,Purchased,9.651429991057276
CA5610007,OXNARD WATER DEPT,Ventura,DISTRICT 06 - SANTA BARBARA,City,NA,No,Yes,Full,NA,Full,43028,200232,71527.40247,21.15637957,Not Assessed,NO,NO,NO,NO,NO,NA,NA,NA,NA,0,NA,Not Failing,NA,NA,NA,Yes,Yes,No,C,SWP,SW,Purchased,12.207236967444269
CA4010007,PASO ROBLES WATER DEPARTMENT,San Luis Obispo,DISTRICT 06 - SANTA BARBARA,City,NA,No,Yes,Full,NA,Full,10754,31221,83940.17528,21.55850966,Not At-Risk,NO,NO,NO,NO,NO,0,0.67,0.33,0,0,1,Not Failing,0,0,0.5,Yes,Yes,No,C,SW,SW,Self-produced,10.348878253516611
CA4010008,PISMO BEACH WATER DEPARTMENT,San Luis Obispo,DISTRICT 06 - SANTA BARBARA,City,NA,No,Yes,Full,NA,Full,5011,8180,91764.19639,13.81817498,Not At-Risk,NO,NO,NO,NO,NO,0,0,0,0,0,0,Not Failing,0,0,0,Yes,Yes,No,C,SWP,SW,Purchased,9.009569671513699
CA5610009,PORT HUENEME WATER DEPT,Ventura,DISTRICT 06 - SANTA BARBARA,City,NA,No,Yes,Full,NA,Full,5848,21954,66783.62114,43.393319579999996,Not At-Risk,NO,NO,NO,NO,NO,0,0.67,0.33,0,0,1,Not Failing,0,0,0.5,Yes,Yes,No,C,SWP,SW,Purchased,9.996750182995818
CA4010009,SAN LUIS OBISPO WATER DEPARTMENT,San Luis Obispo,DISTRICT 06 - SANTA BARBARA,City,NA,No,Yes,Full,NA,Full,15893,46058,70082.96552,22.16347904,Not At-Risk,NO,NO,NO,NO,NO,0.25,0,0.67,0.33,0,1.25,Not Failing,0,0,1,Yes,Yes,No,C,SW,SW,Self-produced,10.73767846232701
CA4210011,SANTA MARIA WATER DEPARTMENT,Santa Barbara,DISTRICT 06 - SANTA BARBARA,City,NA,No,Yes,Full,NA,Full,22678,109910,66180.24696,36.01965268,Not Assessed,NO,NO,NO,NO,NO,NA,NA,NA,NA,0,NA,Not Failing,NA,NA,NA,Yes,Yes,No,C,SWP,SW,Purchased,11.607426226374754
CA4210013,SOLVANG WATER DIVISION,Santa Barbara,DISTRICT 06 - SANTA BARBARA,City,NA,No,Yes,Full,NA,Full,2190,6126,117681.3443,8.366592215,Not At-Risk,NO,NO,NO,NO,NO,0,0,0.33,0.67,0,1,Not Failing,0,1,0,Yes,Yes,No,C,SWP,SW,Purchased,8.720460512725655
CA5610017,VENTURA WATER DEPARTMENT,Ventura,DISTRICT 06 - SANTA BARBARA,City,NA,No,Yes,Full,NA,Full,28971,113500,84278.67371,15.48455068,Not Assessed,NO,NO,NO,NO,NO,NA,NA,NA,NA,0,NA,Not Failing,NA,NA,NA,Yes,Yes,No,C,SW,SW,Self-produced,11.63956692643747
CA5610019,CAMARILLO WATER DEPT,Ventura,DISTRICT 06 - SANTA BARBARA,City,NA,No,Yes,Full,NA,Full,13981,40481,110668.3081,23.60718156,Not At-Risk,NO,NO,NO,NO,NO,0,0.67,0,0.67,0,1.34,Not Failing,0,0,0,Yes,Yes,No,C,SWP,SW,Purchased,10.60861270985548
CA5610020,THOUSAND OAKS WATER DEPT,Ventura,DISTRICT 06 - SANTA BARBARA,City,NA,No,Yes,Full,NA,Full,17167,53157,135344.0826,9.101492168,Not At-Risk,NO,NO,NO,NO,NO,0,1,0,0.33,0,1.33,Not Failing,0,0,0,Yes,Yes,No,C,SWP,SW,Purchased,10.88102388984706
CA1910179,"BURBANK-CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,City,NA,No,Yes,Full,NA,Full,25618,105451,103829.0005,31.90664935,Not Assessed,NO,NO,NO,NO,NO,NA,NA,NA,NA,0,NA,Not Failing,NA,NA,NA,Yes,Yes,No,C,SWP,SW,Purchased,11.566011152061817
CA1910029,CITY OF INDUSTRY WATERWORKS SYSTEMS,Los Angeles,DISTRICT 07 - HOLLYWOOD,City,NA,No,Yes,Full,NA,Full,1852,6111,103257.6585,41.92403038,Not At-Risk,NO,NO,NO,NO,NO,0,0,0,0.17,0,0.17,Not Failing,0,0,0,Yes,Yes,No,C,GW,GW,Self-produced,8.718009330846357
CA1910127,"COVINA-CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,City,NA,No,Yes,Full,NA,Full,8612,33300,84606.27434,34.49763907,Not At-Risk,NO,NO,NO,NO,NO,0,0,0.33,0.33,0,0.66,Not Failing,0,0,0.5,Yes,Yes,No,C,SWP,SW,Purchased,10.413342705547674
CA1910044,"GLENDORA-CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,City,NA,No,Yes,Full,NA,Full,14053,52558,116467.9768,14.57740193,Not At-Risk,NO,NO,NO,NO,NO,0,0,0,0,0,0,Not Failing,0,0,0,Yes,Yes,No,C,SWP,SW,Purchased,10.869691627102307
CA1910239,"LAKEWOOD - CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,City,NA,No,Yes,Full,NA,Full,19991,63066,100928.3939,16.39723731,Not At-Risk,NO,NO,NO,NO,NO,0,0,0,0,0,0,Not Failing,0,0,0,Yes,Yes,No,C,GW,GW,Self-produced,11.0519529323301
CA1910073,"LOMITA-CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,City,NA,No,Yes,Full,NA,Full,4414,20256,82735.67088,24.19523982,Not At-Risk,NO,NO,NO,NO,NO,0,0,0.33,1,0,1.33,Not Failing,0,0,0.5,No,No,No,C,SWP,SW,Purchased,9.916255691813806
CA1910065,"LONG BEACH-CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,City,NA,No,Yes,Full,NA,Full,90168,460682,83649.25878,23.66209407,Not Assessed,NO,NO,NO,NO,NO,NA,NA,NA,NA,0,NA,Not Failing,NA,NA,NA,Yes,Yes,No,C,SWP,SW,Purchased,13.04046544987417
CA1910092,"MONTEREY PARK-CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,City,NA,No,Yes,Full,NA,Full,13623,62183,75141.00915,34.12552317,Not At-Risk,NO,NO,NO,NO,NO,2,0,0.33,0,0,2.33,Not Failing,0,0,0.5,Yes,Yes,No,C,GW,GW,Self-produced,11.037853010910055
CA1910105,"PARAMOUNT - CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,City,NA,No,Yes,Full,NA,Full,7129,55200,53074.17517,65.66763716,At-Risk,NO,NO,NO,NO,NO,1.5,0,1.42,1,0,3.92,Not Failing,0.75,0,1,Yes,Yes,No,C,SWP,SW,Purchased,10.918736348043124
CA1910042,"PICO RIVERA - CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,City,NA,No,Yes,Full,NA,Full,9473,40600,75334.83236,45.43150079,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0.33,0.67,0,1.33,Not Failing,0,0,0.5,Yes,Yes,No,C,GW,GW,Self-produced,10.611547975828369
CA1910148,"SIERRA MADRE-CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,City,NA,No,Yes,Full,NA,Full,3786,11000,129805.834,10.78190615,Not At-Risk,NO,NO,NO,NO,NO,0,0,0,0.33,0,0.33,Not Failing,0,0,0,No,No,No,C,SWP,SW,Purchased,9.305741456739435
CA1910149,"SIGNAL HILL - CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,City,NA,No,Yes,Full,NA,Full,3135,11795,86594.33081,37.01084754,Failing,NO,NO,NO,YES,NO,2.75,0,0.33,0,0,3.08,Failing,0,0,0.5,Yes,Yes,No,C,SWP,SW,Purchased,9.375515769935166
CA1910173,"WHITTIER-CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,City,NA,No,Yes,Full,NA,Full,11799,49954,80565.37005,17.76772878,Not At-Risk,NO,NO,NO,NO,NO,0,0,0.33,0,0,0.33,Not Failing,0,0,0.5,Yes,Yes,No,C,GW,GW,Self-produced,10.818877879167118
CA3010001,CITY OF ANAHEIM,Orange,DISTRICT 08 - SANTA ANA,City,NA,No,Yes,Full,NA,Full,62155,369033,99475.72095,50.19924703,Not Assessed,NO,NO,NO,NO,NO,NA,NA,NA,NA,0,NA,Not Failing,NA,NA,NA,Yes,Yes,No,C,SW,SW,Self-produced,12.81864405969936
CA3010002,CITY OF BREA,Orange,DISTRICT 08 - SANTA ANA,City,NA,No,Yes,Full,NA,Full,12943,45629,133919.7071,36.10623918,Not At-Risk,NO,NO,NO,NO,NO,0,0,0,0,0,0,Not Failing,0,0,0,Yes,Yes,No,C,SWP,SW,Purchased,10.728320673921449
CA3010003,CITY OF BUENA PARK,Orange,DISTRICT 08 - SANTA ANA,City,NA,No,Yes,Full,NA,Full,19075,81998,85980.51611,43.12353276,Not At-Risk,NO,NO,NO,NO,NO,0,0,1,0,0,1,Not Failing,NA,NA,0.5,Yes,Yes,No,C,SWP,SW,Purchased,11.314462331050079
CA3010069,CITY OF FOUNTAIN VALLEY,Orange,DISTRICT 08 - SANTA ANA,City,NA,No,Yes,Full,NA,Full,16890,56747,92469.6089,25.47652794,Not At-Risk,NO,NO,NO,NO,NO,1.5,0,0.33,0.17,0,2,Not Failing,0,0,0.5,Yes,Yes,No,C,SWP,SW,Purchased,10.946375692431877
CA3010010,CITY OF FULLERTON,Orange,DISTRICT 08 - SANTA ANA,City,NA,No,Yes,Full,NA,Full,31350,143617,112531.4326,58.3342528,Not Assessed,NO,NO,NO,NO,NO,NA,NA,NA,NA,0,NA,Not Failing,NA,NA,NA,Yes,Yes,No,C,SWP,SW,Purchased,11.874912275930248
CA3010053,CITY OF HUNTINGTON BEACH,Orange,DISTRICT 08 - SANTA ANA,City,NA,No,Yes,Full,NA,Full,54755,201000,120743.7023,19.95195395,Not Assessed,NO,NO,NO,NO,NO,NA,NA,NA,NA,0,NA,Not Failing,NA,NA,NA,Yes,Yes,No,C,SWP,SW,Purchased,12.211065162153215
CA3010018,CITY OF LA HABRA,Orange,DISTRICT 08 - SANTA ANA,City,NA,No,Yes,Full,NA,Full,14776,63118,90826.25876,42.26464242,Not At-Risk,NO,NO,NO,NO,NO,0,0,0.33,0,0,0.33,Not Failing,0,0,0.5,Yes,Yes,No,C,SWP,SW,Purchased,11.05277711255522
CA3010100,CITY OF LA PALMA,Orange,DISTRICT 08 - SANTA ANA,City,NA,No,Yes,Full,NA,Full,4368,15948,93479.80612,22.50218003,Not At-Risk,NO,NO,NO,NO,NO,0,0,0,1,0,1,Not Failing,0,0,0,Did not complete survey,No,No,C,SWP,SW,Purchased,9.677151410322754
CA3010023,CITY OF NEWPORT BEACH,Orange,DISTRICT 08 - SANTA ANA,City,NA,No,Yes,Full,NA,Full,26401,68230,86643,25.34397643,Not At-Risk,NO,NO,NO,NO,NO,0,0,0,0,0,0,Not Failing,0,0,NA,Yes,No,No,C,SWP,SW,Purchased,11.130654286011607
CA3010027,CITY OF ORANGE,Orange,DISTRICT 08 - SANTA ANA,City,NA,No,Yes,Full,NA,Full,35478,138995,114231.7217,31.7441661,Not Assessed,NO,NO,NO,NO,NO,NA,NA,NA,NA,0,NA,Not Failing,NA,NA,NA,Yes,Yes,No,C,SWP,SW,Purchased,11.842200434720347
CA3010036,CITY OF SAN CLEMENTE,Orange,DISTRICT 08 - SANTA ANA,City,NA,No,Yes,Full,NA,Full,17627,51545,137204.2931,10.72510235,Not At-Risk,NO,NO,NO,NO,NO,0,0,0,0.83,0,0.83,Not Failing,0,0,0,Yes,Yes,No,C,SWP,SW,Purchased,10.850229891866112
CA3010030,CITY OF SAN JUAN CAPISTRANO,Orange,DISTRICT 08 - SANTA ANA,City,NA,No,Yes,Full,NA,Full,10714,38894,136040.0688,9.091685781,Not At-Risk,NO,NO,NO,NO,NO,0,0,0,0,0,0,Not Failing,NA,NA,0,Yes,Yes,No,C,SWP,SW,Purchased,10.568620986640875
CA3010038,CITY OF SANTA ANA,Orange,DISTRICT 08 - SANTA ANA,City,NA,No,Yes,Full,NA,Full,45058,337716,77713.92761,36.0296804,Not Assessed,NO,NO,NO,NO,NO,NA,NA,NA,NA,15407365,NA,Not Failing,NA,NA,NA,Yes,Yes,Yes,C,SWP,SW,Purchased,12.729963545645557
CA3010041,CITY OF SEAL BEACH,Orange,DISTRICT 08 - SANTA ANA,City,NA,No,Yes,Full,NA,Full,5451,24204,80850.24139,19.00807823,Not At-Risk,NO,NO,NO,NO,NO,0,0,0,0.67,0,0.67,Not Failing,0,0,0,No,No,No,C,SWP,SW,Purchased,10.094314502373795
CA3010046,CITY OF TUSTIN,Orange,DISTRICT 08 - SANTA ANA,City,NA,No,Yes,Full,NA,Full,14134,66000,115473.3644,25.92005041,Not At-Risk,NO,NO,NO,NO,NO,0,0,0,0,0,0,Not Failing,0,0,0,Yes,Yes,No,C,SWP,SW,Purchased,11.097425172408931
CA3010064,CITY OF WESTMINSTER,Orange,DISTRICT 08 - SANTA ANA,City,NA,No,Yes,Full,NA,Full,20583,95256,73489.43622,33.71118688,Not At-Risk,NO,NO,NO,NO,NO,0,0,0.67,0,0,0.67,Not Failing,0,0,1,Yes,Yes,No,C,SWP,SW,Purchased,11.464333781102278
CA3010062,CITY OF GARDEN GROVE,Orange,DISTRICT 08 - SANTA ANA,City,NA,No,Yes,Full,NA,Full,33643,174226,80293.75742,36.0296804,Not Assessed,NO,NO,NO,NO,NO,NA,NA,NA,NA,0,NA,Not Failing,NA,NA,NA,Yes,Yes,No,C,SWP,SW,Purchased,12.068114325649642
CA5710001,CITY OF DAVIS,Yolo,DISTRICT 09 - SACRAMENTO,City,NA,No,Yes,Full,NA,Full,17312,71698,103347.4715,9.733453972,Not At-Risk,NO,NO,NO,NO,NO,1.32,0,0.67,0,0,1.99,Not Failing,0,0,1,Yes,Yes,No,C,SWP,SW,Purchased,11.180232079489057
CA2910001,CITY OF GRASS VALLEY,Nevada,DISTRICT 09 - SACRAMENTO,City,NA,No,Yes,Full,NA,Full,2762,4947,43048.20555,12.36847238,Not At-Risk,NO,NO,NO,NO,NO,0.25,1.33,0.33,0.17,0,2.08,Not Failing,0,0,0.5,Yes,No,No,C,SW,SW,Self-produced,8.506738733512378
CA2910002,CITY OF NEVADA CITY,Nevada,DISTRICT 09 - SACRAMENTO,City,NA,No,Yes,Full,NA,Full,1252,3148,48272.40034,11.34497864,At-Risk,NO,NO,NO,NO,NO,2.5,2,1.42,0.33,0,6.25,Not Failing,0.75,0,1,Yes,No,No,C,SW,SW,Self-produced,8.054840221101024
CA3410020,CITY OF SACRAMENTO MAIN,Sacramento,DISTRICT 09 - SACRAMENTO,City,NA,No,Yes,Full,NA,Full,143909,520746,67246.57073,10.17702221,Not Assessed,NO,NO,NO,NO,NO,NA,NA,NA,NA,173141875,NA,Not Failing,NA,NA,NA,Yes,Yes,Yes,C,SW,SW,Self-produced,13.163019598184876
CA5710005,CITY OF WINTERS,Yolo,DISTRICT 09 - SACRAMENTO,City,NA,No,Yes,Full,NA,Full,2296,7115,98337.67318,22.40902799,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0,0,0,0.33,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,8.870101048785726
CA5710006,CITY OF WOODLAND,Yolo,DISTRICT 09 - SACRAMENTO,City,NA,No,Yes,Full,NA,Full,16977,60978,76418.3991,33.14768368,Not At-Risk,NO,NO,NO,NO,NO,1.5,0,0,0,129522365.9,1.5,Not Failing,0,0,0,Yes,Yes,Yes,C,SWP,SW,Purchased,11.018284821588498
CA3410014,"FOLSOM, CITY OF - MAIN",Sacramento,DISTRICT 09 - SACRAMENTO,City,NA,No,Yes,Full,NA,Full,22381,68122,133320.5954,5.380622967,Not At-Risk,NO,NO,NO,NO,NO,0,0,0,0.33,0,0.33,Not Failing,0,0,0,Yes,No,No,C,SW,SW,Self-produced,11.129070173736432
CA3410011,"GALT, CITY OF",Sacramento,DISTRICT 09 - SACRAMENTO,City,NA,No,Yes,Full,NA,Full,7517,26536,85614.56837,31.87230558,Not At-Risk,NO,NO,NO,NO,NO,0.5,0.33,0,0.67,0,1.5,Not Failing,0,0,0,Yes,Yes,No,C,GW,GW,Self-produced,10.186295264571648
CA0910003,"PLACERVILLE, CITY OF - MAIN",El Dorado,DISTRICT 09 - SACRAMENTO,City,NA,No,Yes,Full,NA,Full,2798,10747,58757.70333,18.33752709,Not At-Risk,NO,NO,NO,NO,NO,0,0,0.33,0.33,0,0.66,Not Failing,0,0,0.5,Yes,Yes,No,C,SWP,SW,Purchased,9.282474969735382
CA5710003,CITY OF WEST SACRAMENTO,Yolo,DISTRICT 09 - SACRAMENTO,City,NA,No,Yes,Full,NA,Full,15379,53355,71967.74758,18.49770035,At-Risk,NO,NO,NO,NO,NO,1.75,1.33,0.67,0,0,3.75,Not Failing,0,0,1,No,No,No,C,SW,SW,Self-produced,10.884741715260935
CA3410030,"FOLSOM, CITY OF - ASHLAND",Sacramento,DISTRICT 09 - SACRAMENTO,City,NA,No,Yes,Full,NA,Full,1078,3538,70069.81466,6.0513003,Not At-Risk,NO,NO,NO,NO,NO,0,1,0,0.33,0,1.33,Not Failing,0,0,0,Yes,No,No,C,SWP,SW,Purchased,8.171599480345463
CA0510003,"ANGELS, CITY OF",Calaveras,DISTRICT 10 - STOCKTON,City,NA,No,Yes,Full,NA,Full,1858,3836,66725.74296,15.00616791,At-Risk,NO,NO,NO,NO,NO,1.75,1.33,0.33,0,0,3.41,Not Failing,0,0,0.5,Yes,Yes,No,C,SW,SW,Self-produced,8.252446090246952
CA5010028,"CERES, CITY OF",Stanislaus,DISTRICT 10 - STOCKTON,City,NA,No,Yes,Full,NA,Full,11782,48706,55070.01877,38.56664018,Failing,YES,NO,NO,NO,NO,2.46,0,0.67,0.33,0,3.46,Failing,0,0,1,Yes,Yes,No,C,GW,GW,Self-produced,10.793578035907808
CA0310001,CITY OF JACKSON,Amador,DISTRICT 10 - STOCKTON,City,NA,No,Yes,Full,NA,Full,2198,4786,45962,27.85813484,Failing,YES,NO,NO,NO,NO,0.5,1,1.08,0.83,0,3.41,Failing,0.75,0,0.5,Yes,Yes,No,C,SWP,SW,Purchased,8.473659189392508
CA3910015,CITY OF LATHROP,San Joaquin,DISTRICT 10 - STOCKTON,City,NA,No,Yes,Full,NA,Full,8695,28503,91542.40867,39.96253657,Not At-Risk,NO,NO,NO,NO,NO,1.5,0,0,0,0,1.5,Not Failing,0,0,0,Yes,Yes,No,C,SWP,SW,Purchased,10.257799707285672
CA5010035,CITY OF MODESTO - CENTRAL TURLOCK,Stanislaus,DISTRICT 10 - STOCKTON,City,NA,No,Yes,Full,NA,Full,36,119,58011.99829,23.80835334,Not At-Risk,NO,NO,NO,NO,NO,0,1,0.67,0.33,0,2,Not Failing,0,0,1,Yes,Yes,No,C,GWP,GW,Purchased,4.787491742782046
CA5010029,CITY OF MODESTO - DEL RIO,Stanislaus,DISTRICT 10 - STOCKTON,City,NA,No,Yes,Full,NA,Full,402,1327,145589.0345,31.36078914,Potentially At-Risk,NO,NO,NO,NO,NO,2,0.33,0,0.33,0,2.66,Not Failing,0,0,0,Yes,Yes,No,C,GW,GW,Self-produced,7.191429330036379
CA5010033,CITY OF MODESTO - GRAYSON,Stanislaus,DISTRICT 10 - STOCKTON,City,NA,No,Yes,Full,NA,Full,277,914,67920.60261,40.83938625,At-Risk,NO,NO,NO,NO,NO,1.5,1,0.33,0.67,653200,3.5,Not Failing,0,0,0.5,Yes,Yes,Yes,C,GW,GW,Self-produced,6.818924065275521
CA5010005,CITY OF MODESTO - SALIDA,Stanislaus,DISTRICT 10 - STOCKTON,City,NA,No,Yes,Full,NA,Full,4402,14527,79661.38339,41.14823606,Not At-Risk,NO,NO,NO,NO,NO,0,0,0,0.17,0,0.17,Not Failing,0,0,0,Yes,Yes,No,C,GW,GW,Self-produced,9.583833100841074
