"","PWSID","PWS_Name","Counties_Served","Primacy_FINAL","Final_inst_update","Inst_Subtype","ancillary","public","enfranchisement","Variablecoded","enfranchisement_final","SERVICE_CONNECTIONS","POPULATION","MHI","CALENVIRO_SCREEN_SCORE","FINAL_SAFER_STATUS","PRIMARY_MCL_VIOLATION","SECONDARY_MCL_VIOLATION","E_COLI_VIOLATION","TREATMENT_TECHNIQUE_VIOLATION","MONITORING_AND_REPORTING_VIOLATION","WEIGHTED_WATER_QUALITY_SCORE","WEIGHTED_ACCESSIBILITY_SCORE","WEIGHTED_AFFORDABILITY_SCORE","WEIGHTED_TMF_CAPACITY_SCORE","FUNDING_RECEIVED_SINCE_2017","Total_risk","CURRENT_FAILING","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RAW_SCORE","EXTREME_WATER_BILL_RAW_SCORE","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","Intend.to.apply.","Application.complete.","FundingYorN","Type","Primary.Source.Water.Type","Source","Purchased","LN_POP"
"74","CA0110011","CITY OF LIVERMORE","Alameda","DISTRICT 04 - SAN FRANCISCO","City",NA,"No","Yes","Full",NA,"Full",9943,35672,166451.0442,6.640195216,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0.33,0,0.33,"Not Failing",0,0,0,"Yes","Yes","No","C","SWP","SW","Purchased",10.4821493791057
"75","CA0710006","CITY OF MARTINEZ","Contra Costa","DISTRICT 04 - SAN FRANCISCO","City",NA,"No","Yes","Full",NA,"Full",10170,28518,126724.6933,13.74886576,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0.33,0,0.33,"Not Failing",0,0,0,"Yes","Yes","No","C","SWP","SW","Purchased",10.2583258107999
"76","CA0710008","CITY OF PITTSBURG","Contra Costa","DISTRICT 04 - SAN FRANCISCO","City",NA,"No","Yes","Full",NA,"Full",19483,62500,85721.09069,39.04163189,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0,1,0.5,0,1.75,"Not Failing",NA,NA,0.5,"Yes","Yes","No","C","SWP","SW","Purchased",11.0429378355965
"77","CA0110008","CITY OF PLEASANTON","Alameda","DISTRICT 04 - SAN FRANCISCO","City",NA,"No","Yes","Full",NA,"Full",22815,79871,183138.755,6.259551054,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0.33,0,0.33,"Not Failing",0,0,0,"Yes","Yes","No","C","SWP","SW","Purchased",11.288180632289
"78","CA4810004","CITY OF RIO VISTA","Solano","DISTRICT 04 - SAN FRANCISCO","City",NA,"No","Yes","Full",NA,"Full",5560,10472,70574.69686,29.11094953,"Not At-Risk","NO","NO","NO","NO","NO",1.94,0.33,0,0,0,2.27,"Not Failing",0,0,0,"Yes","Yes","No","C","GW","GW","Self-produced",9.25655579577315
"79","CA4810008","CITY OF VACAVILLE","Solano","DISTRICT 04 - SAN FRANCISCO","City",NA,"No","Yes","Full",NA,"Full",29929,98742,97365.04014,11.91273317,"Not At-Risk","NO","NO","NO","NO","NO",1.38,0,0,0.17,0,1.55,"Not Failing",0,0,0,"Yes","Yes","No","C","SW","SW","Self-produced",11.5002757941749
"80","CA4810007","CITY OF VALLEJO","Solano","DISTRICT 04 - SAN FRANCISCO","City",NA,"No","Yes","Full",NA,"Full",36651,126090,99055.24888,32.39828272,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Yes","Yes","No","C","SW","SW","Self-produced",11.7447591474789
"81","CA4810021","CITY OF VALLEJO-LAKES SYSTEM","Solano","DISTRICT 04 - SAN FRANCISCO","City",NA,"No","Yes","Full",NA,"Full",852,2800,99742.39955,32.39828272,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0.33,0,0,0.66,"Not Failing",0,0,0.5,"Yes","Yes","No","C","SW","SW","Self-produced",7.93773177526011
"82","CA3810003","HHW&P MOCCASIN COMPOUND-SFPUC","San Francisco","DISTRICT 04 - SAN FRANCISCO","City",NA,"No","Yes","Full",NA,"Full",89,217,57915.36531,22.63853822,"Not At-Risk","NO","NO","NO","NO","NO",0,1,0,0.33,0,1.33,"Not Failing",0,0,0,"Yes","Yes","No","C","SWP","SW","Purchased",5.38449506278909
"83","CA3810001","SAN FRANCISCO REGIONAL WATER SYSTEM","San Francisco","DISTRICT 04 - SAN FRANCISCO","City",NA,"No","Yes","Full",NA,"Full",255,600,91392,30.11991842,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,238218951,NA,"Not Failing",NA,NA,NA,"Yes","Yes","Yes","C","SW","SW","Self-produced",6.39859493453521
"84","CA0110012","TOWN OF SUNOL - SFPUC","Alameda","DISTRICT 04 - SAN FRANCISCO","City",NA,"No","Yes","Full",NA,"Full",107,317,165331.3477,6.177150521,"Not At-Risk","NO","NO","NO","NO","NO",0,1,0,0.33,0,1.33,"Not Failing",0,0,0,"Yes","Yes","No","C","SWP","SW","Purchased",5.76205138278018
"85","CA3810011","SFPUC CITY DISTRIBUTION DIVISION","San Francisco","DISTRICT 04 - SAN FRANCISCO","City",NA,"No","Yes","Full",NA,"Full",171048,884363,134546.7303,21.79236965,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Yes","Yes","No","C","SWP","SW","Purchased",13.6926240215738
"86","CA0110018","SFPUC-PLEASANTON WELLS","Alameda","DISTRICT 04 - SAN FRANCISCO","City",NA,"No","Yes","Full",NA,"Full",2,1,232821.7652,20.30374295,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Yes","Yes","No","C","GW","GW","Self-produced",0.693147180559945
"87","CA2710007","GONZALES, CITY OF","Monterey","DISTRICT 05 - MONTEREY","City",NA,"No","Yes","Full",NA,"Full",1968,8549,64478.8558,32.8608201,"Not At-Risk","NO","NO","NO","NO","NO",0,1,0.33,0,371414.19,1.33,"Not Failing",0,0,0.5,"Yes","Yes","Yes","C","GW","GW","Self-produced",9.05368656193081
"88","CA2710008","GREENFIELD, CITY OF","Monterey","DISTRICT 05 - MONTEREY","City",NA,"No","Yes","Full",NA,"Full",3817,17517,51012,25.71239095,"Potentially At-Risk","NO","NO","NO","NO","NO",0,0.33,2,0.67,0,3,"Not Failing",NA,NA,1,"Yes","Yes","No","C","GW","GW","Self-produced",9.77098420272304
"89","CA3510001","HOLLISTER, CITY OF","San Benito","DISTRICT 05 - MONTEREY","City",NA,"No","Yes","Full",NA,"Full",7849,23358,81240.22618,22.56061819,"Not At-Risk","NO","NO","NO","NO","NO",0.5,0,0.33,0.33,0,1.16,"Not Failing",0,0,0.5,"Yes","Yes","No","C","SWP","SW","Purchased",10.0587376278067
"90","CA3510002","SAN JUAN BAUTISTA, CITY OF","San Benito","DISTRICT 05 - MONTEREY","City",NA,"No","Yes","Full",NA,"Full",834,2335,71291.90928,26.49810293,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0.33,0,0.33,0,0.91,"Not Failing",NA,NA,0,"Yes","Yes","No","C","GW","GW","Self-produced",7.75619534394812
"91","CA4410010","SANTA CRUZ WATER DEPARTMENT","Santa Cruz","DISTRICT 05 - MONTEREY","City",NA,"No","Yes","Full",NA,"Full",24623,87957,106610.7136,10.82808896,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0.67,0.33,0.33,103453000,1.58,"Not Failing",0,0,0.5,"Yes","Yes","Yes","C","SW","SW","Self-produced",11.3846147068022
"92","CA2710018","SEASIDE MUNICIPAL WATER SYSTEM","Monterey","DISTRICT 05 - MONTEREY","City",NA,"No","Yes","Full",NA,"Full",792,2800,62867.07553,15.31850219,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0.83,0,0.83,"Not Failing",0,0,0,"Yes","Yes","No","C","GW","GW","Self-produced",7.93773177526011
"93","CA2710011","SOLEDAD, CITY OF","Monterey","DISTRICT 05 - MONTEREY","City",NA,"No","Yes","Full",NA,"Full",4452,17073,61224.95835,25.72083301,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0.67,0.67,0,1.67,"Not Failing",0,0,1,"Yes","Yes","No","C","GW","GW","Self-produced",9.74531211757025
"94","CA4410011","WATSONVILLE, CITY OF","Santa Cruz","DISTRICT 05 - MONTEREY","City",NA,"No","Yes","Full",NA,"Full",14497,65384,88124.85021,43.86067064,"Not At-Risk","NO","NO","NO","NO","NO",1.32,0.67,0.33,0,0,2.32,"Not Failing",0,0,0.5,"Yes","Yes","No","C","SW","SW","Self-produced",11.0880481533406
"95","CA4010001","ARROYO GRANDE, WATER DEPARTMENT","San Luis Obispo","DISTRICT 06 - SANTA BARBARA","City",NA,"No","Yes","Full",NA,"Full",6835,17963,100527.0956,6.793727224,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0,0,0,"Not Failing",0,0,0,"Yes","Yes","No","C","SWP","SW","Purchased",9.79612503420763
"96","CA4210018","BUELLTON WATER DEPARTMENT","Santa Barbara","DISTRICT 06 - SANTA BARBARA","City",NA,"No","Yes","Full",NA,"Full",1834,5464,91655.91808,22.01170063,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0.67,0,0.67,"Not Failing",0,0,0,"Yes","Yes","No","C","SWP","SW","Purchased",8.60611940061064
"97","CA4210010","CITY OF SANTA BARBARA WATER DEPARTMENT","Santa Barbara","DISTRICT 06 - SANTA BARBARA","City",NA,"No","Yes","Full",NA,"Full",27288,95628,127387.8994,6.783082702,"Not At-Risk","NO","NO","NO","NO","NO",0.29,0,0,0,70939267.86,0.29,"Not Failing",0,0,0,"Yes","Yes","Yes","C","SW","SW","Self-produced",11.4682314003193
"98","CA5610011","CITY OF SANTA PAULA","Ventura","DISTRICT 06 - SANTA BARBARA","City",NA,"No","Yes","Full",NA,"Full",7875,30657,73031.05363,28.33835593,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0.33,0.33,0,0,0.91,"Not Failing",0,0,0.5,"Yes","Yes","No","C","GW","GW","Self-produced",10.3306489187261
"99","CA5610002","FILLMORE WATER DEPT","Ventura","DISTRICT 06 - SANTA BARBARA","City",NA,"No","Yes","Full",NA,"Full",4531,16419,73955.13534,25.60090352,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0.33,0,0,0.66,"Not Failing",0,0,0.5,"Yes","Yes","No","C","GW","GW","Self-produced",9.70625538300642
"100","CA4010004","GROVER BEACH WATER DEPARTMENT","San Luis Obispo","DISTRICT 06 - SANTA BARBARA","City",NA,"No","Yes","Full",NA,"Full",4969,12701,67577.95353,24.63639444,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0.33,0,0,0.33,"Not Failing",0,0,0.5,"Yes","Yes","No","C","SW","SW","Self-produced",9.44951474036292
"101","CA4210003","GUADALUPE WATER DEPARTMENT","Santa Barbara","DISTRICT 06 - SANTA BARBARA","City",NA,"No","Yes","Full",NA,"Full",2445,8293,50955.53578,44.00243999,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0.67,0,0,0.67,"Not Failing",0,0,1,"Yes","Yes","No","C","SWP","SW","Purchased",9.02328764080633
"102","CA4210006","LOMPOC-CITY WATER UTILITY DIV","Santa Barbara","DISTRICT 06 - SANTA BARBARA","City",NA,"No","Yes","Full",NA,"Full",9795,40415,65131.10257,22.01170063,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0.33,0,0,0.33,"Not Failing",0,0,0.5,"Yes","Yes","No","C","SW","SW","Self-produced",10.6069810251502
"103","CA4010011","MORRO BAY PW DEPT - WATER DIVISION","San Luis Obispo","DISTRICT 06 - SANTA BARBARA","City",NA,"No","Yes","Full",NA,"Full",5506,15543,78108.30269,16.21249993,"Not At-Risk","NO","NO","NO","NO","NO",1.5,0,0,0.33,0,1.83,"Not Failing",0,0,0,"Yes","Yes","No","C","SWP","SW","Purchased",9.65142999105728
"104","CA5610007","OXNARD WATER DEPT","Ventura","DISTRICT 06 - SANTA BARBARA","City",NA,"No","Yes","Full",NA,"Full",43028,200232,71527.40247,21.15637957,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Yes","Yes","No","C","SWP","SW","Purchased",12.2072369674443
"105","CA4010007","PASO ROBLES WATER DEPARTMENT","San Luis Obispo","DISTRICT 06 - SANTA BARBARA","City",NA,"No","Yes","Full",NA,"Full",10754,31221,83940.17528,21.55850966,"Not At-Risk","NO","NO","NO","NO","NO",0,0.67,0.33,0,0,1,"Not Failing",0,0,0.5,"Yes","Yes","No","C","SW","SW","Self-produced",10.3488782535166
"106","CA4010008","PISMO BEACH WATER DEPARTMENT","San Luis Obispo","DISTRICT 06 - SANTA BARBARA","City",NA,"No","Yes","Full",NA,"Full",5011,8180,91764.19639,13.81817498,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0,0,0,"Not Failing",0,0,0,"Yes","Yes","No","C","SWP","SW","Purchased",9.0095696715137
"107","CA5610009","PORT HUENEME WATER DEPT","Ventura","DISTRICT 06 - SANTA BARBARA","City",NA,"No","Yes","Full",NA,"Full",5848,21954,66783.62114,43.39331958,"Not At-Risk","NO","NO","NO","NO","NO",0,0.67,0.33,0,0,1,"Not Failing",0,0,0.5,"Yes","Yes","No","C","SWP","SW","Purchased",9.99675018299582
"108","CA4010009","SAN LUIS OBISPO WATER DEPARTMENT","San Luis Obispo","DISTRICT 06 - SANTA BARBARA","City",NA,"No","Yes","Full",NA,"Full",15893,46058,70082.96552,22.16347904,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0,0.67,0.33,0,1.25,"Not Failing",0,0,1,"Yes","Yes","No","C","SW","SW","Self-produced",10.737678462327
"109","CA4210011","SANTA MARIA WATER DEPARTMENT","Santa Barbara","DISTRICT 06 - SANTA BARBARA","City",NA,"No","Yes","Full",NA,"Full",22678,109910,66180.24696,36.01965268,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Yes","Yes","No","C","SWP","SW","Purchased",11.6074262263748
"110","CA4210013","SOLVANG WATER DIVISION","Santa Barbara","DISTRICT 06 - SANTA BARBARA","City",NA,"No","Yes","Full",NA,"Full",2190,6126,117681.3443,8.366592215,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0.33,0.67,0,1,"Not Failing",0,1,0,"Yes","Yes","No","C","SWP","SW","Purchased",8.72046051272565
"111","CA5610017","VENTURA WATER DEPARTMENT","Ventura","DISTRICT 06 - SANTA BARBARA","City",NA,"No","Yes","Full",NA,"Full",28971,113500,84278.67371,15.48455068,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Yes","Yes","No","C","SW","SW","Self-produced",11.6395669264375
"112","CA5610019","CAMARILLO WATER DEPT","Ventura","DISTRICT 06 - SANTA BARBARA","City",NA,"No","Yes","Full",NA,"Full",13981,40481,110668.3081,23.60718156,"Not At-Risk","NO","NO","NO","NO","NO",0,0.67,0,0.67,0,1.34,"Not Failing",0,0,0,"Yes","Yes","No","C","SWP","SW","Purchased",10.6086127098555
"113","CA5610020","THOUSAND OAKS WATER DEPT","Ventura","DISTRICT 06 - SANTA BARBARA","City",NA,"No","Yes","Full",NA,"Full",17167,53157,135344.0826,9.101492168,"Not At-Risk","NO","NO","NO","NO","NO",0,1,0,0.33,0,1.33,"Not Failing",0,0,0,"Yes","Yes","No","C","SWP","SW","Purchased",10.8810238898471
"114","CA1910179","BURBANK-CITY, WATER DEPT.","Los Angeles","DISTRICT 07 - HOLLYWOOD","City",NA,"No","Yes","Full",NA,"Full",25618,105451,103829.0005,31.90664935,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Yes","Yes","No","C","SWP","SW","Purchased",11.5660111520618
"115","CA1910029","CITY OF INDUSTRY WATERWORKS SYSTEMS","Los Angeles","DISTRICT 07 - HOLLYWOOD","City",NA,"No","Yes","Full",NA,"Full",1852,6111,103257.6585,41.92403038,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0.17,0,0.17,"Not Failing",0,0,0,"Yes","Yes","No","C","GW","GW","Self-produced",8.71800933084636
"116","CA1910127","COVINA-CITY, WATER DEPT.","Los Angeles","DISTRICT 07 - HOLLYWOOD","City",NA,"No","Yes","Full",NA,"Full",8612,33300,84606.27434,34.49763907,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0.33,0.33,0,0.66,"Not Failing",0,0,0.5,"Yes","Yes","No","C","SWP","SW","Purchased",10.4133427055477
"117","CA1910044","GLENDORA-CITY, WATER DEPT.","Los Angeles","DISTRICT 07 - HOLLYWOOD","City",NA,"No","Yes","Full",NA,"Full",14053,52558,116467.9768,14.57740193,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0,0,0,"Not Failing",0,0,0,"Yes","Yes","No","C","SWP","SW","Purchased",10.8696916271023
"118","CA1910239","LAKEWOOD - CITY, WATER DEPT.","Los Angeles","DISTRICT 07 - HOLLYWOOD","City",NA,"No","Yes","Full",NA,"Full",19991,63066,100928.3939,16.39723731,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0,0,0,"Not Failing",0,0,0,"Yes","Yes","No","C","GW","GW","Self-produced",11.0519529323301
"119","CA1910073","LOMITA-CITY, WATER DEPT.","Los Angeles","DISTRICT 07 - HOLLYWOOD","City",NA,"No","Yes","Full",NA,"Full",4414,20256,82735.67088,24.19523982,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0.33,1,0,1.33,"Not Failing",0,0,0.5,"No","No","No","C","SWP","SW","Purchased",9.91625569181381
"120","CA1910065","LONG BEACH-CITY, WATER DEPT.","Los Angeles","DISTRICT 07 - HOLLYWOOD","City",NA,"No","Yes","Full",NA,"Full",90168,460682,83649.25878,23.66209407,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Yes","Yes","No","C","SWP","SW","Purchased",13.0404654498742
"121","CA1910092","MONTEREY PARK-CITY, WATER DEPT.","Los Angeles","DISTRICT 07 - HOLLYWOOD","City",NA,"No","Yes","Full",NA,"Full",13623,62183,75141.00915,34.12552317,"Not At-Risk","NO","NO","NO","NO","NO",2,0,0.33,0,0,2.33,"Not Failing",0,0,0.5,"Yes","Yes","No","C","GW","GW","Self-produced",11.0378530109101
"122","CA1910105","PARAMOUNT - CITY, WATER DEPT.","Los Angeles","DISTRICT 07 - HOLLYWOOD","City",NA,"No","Yes","Full",NA,"Full",7129,55200,53074.17517,65.66763716,"At-Risk","NO","NO","NO","NO","NO",1.5,0,1.42,1,0,3.92,"Not Failing",0.75,0,1,"Yes","Yes","No","C","SWP","SW","Purchased",10.9187363480431
"123","CA1910042","PICO RIVERA - CITY, WATER DEPT.","Los Angeles","DISTRICT 07 - HOLLYWOOD","City",NA,"No","Yes","Full",NA,"Full",9473,40600,75334.83236,45.43150079,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0.33,0.67,0,1.33,"Not Failing",0,0,0.5,"Yes","Yes","No","C","GW","GW","Self-produced",10.6115479758284
"124","CA1910148","SIERRA MADRE-CITY, WATER DEPT.","Los Angeles","DISTRICT 07 - HOLLYWOOD","City",NA,"No","Yes","Full",NA,"Full",3786,11000,129805.834,10.78190615,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0.33,0,0.33,"Not Failing",0,0,0,"No","No","No","C","SWP","SW","Purchased",9.30574145673943
"125","CA1910149","SIGNAL HILL - CITY, WATER DEPT.","Los Angeles","DISTRICT 07 - HOLLYWOOD","City",NA,"No","Yes","Full",NA,"Full",3135,11795,86594.33081,37.01084754,"Failing","NO","NO","NO","YES","NO",2.75,0,0.33,0,0,3.08,"Failing",0,0,0.5,"Yes","Yes","No","C","SWP","SW","Purchased",9.37551576993517
"126","CA1910173","WHITTIER-CITY, WATER DEPT.","Los Angeles","DISTRICT 07 - HOLLYWOOD","City",NA,"No","Yes","Full",NA,"Full",11799,49954,80565.37005,17.76772878,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0.33,0,0,0.33,"Not Failing",0,0,0.5,"Yes","Yes","No","C","GW","GW","Self-produced",10.8188778791671
"127","CA3010001","CITY OF ANAHEIM","Orange","DISTRICT 08 - SANTA ANA","City",NA,"No","Yes","Full",NA,"Full",62155,369033,99475.72095,50.19924703,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Yes","Yes","No","C","SW","SW","Self-produced",12.8186440596994
"128","CA3010002","CITY OF BREA","Orange","DISTRICT 08 - SANTA ANA","City",NA,"No","Yes","Full",NA,"Full",12943,45629,133919.7071,36.10623918,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0,0,0,"Not Failing",0,0,0,"Yes","Yes","No","C","SWP","SW","Purchased",10.7283206739214
"129","CA3010003","CITY OF BUENA PARK","Orange","DISTRICT 08 - SANTA ANA","City",NA,"No","Yes","Full",NA,"Full",19075,81998,85980.51611,43.12353276,"Not At-Risk","NO","NO","NO","NO","NO",0,0,1,0,0,1,"Not Failing",NA,NA,0.5,"Yes","Yes","No","C","SWP","SW","Purchased",11.3144623310501
"130","CA3010069","CITY OF FOUNTAIN VALLEY","Orange","DISTRICT 08 - SANTA ANA","City",NA,"No","Yes","Full",NA,"Full",16890,56747,92469.6089,25.47652794,"Not At-Risk","NO","NO","NO","NO","NO",1.5,0,0.33,0.17,0,2,"Not Failing",0,0,0.5,"Yes","Yes","No","C","SWP","SW","Purchased",10.9463756924319
"131","CA3010010","CITY OF FULLERTON","Orange","DISTRICT 08 - SANTA ANA","City",NA,"No","Yes","Full",NA,"Full",31350,143617,112531.4326,58.3342528,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Yes","Yes","No","C","SWP","SW","Purchased",11.8749122759302
"132","CA3010053","CITY OF HUNTINGTON BEACH","Orange","DISTRICT 08 - SANTA ANA","City",NA,"No","Yes","Full",NA,"Full",54755,201000,120743.7023,19.95195395,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Yes","Yes","No","C","SWP","SW","Purchased",12.2110651621532
"133","CA3010018","CITY OF LA HABRA","Orange","DISTRICT 08 - SANTA ANA","City",NA,"No","Yes","Full",NA,"Full",14776,63118,90826.25876,42.26464242,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0.33,0,0,0.33,"Not Failing",0,0,0.5,"Yes","Yes","No","C","SWP","SW","Purchased",11.0527771125552
"134","CA3010100","CITY OF LA PALMA","Orange","DISTRICT 08 - SANTA ANA","City",NA,"No","Yes","Full",NA,"Full",4368,15948,93479.80612,22.50218003,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,1,0,1,"Not Failing",0,0,0,"Did not complete survey","No","No","C","SWP","SW","Purchased",9.67715141032275
"135","CA3010023","CITY OF NEWPORT BEACH","Orange","DISTRICT 08 - SANTA ANA","City",NA,"No","Yes","Full",NA,"Full",26401,68230,86643,25.34397643,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0,0,0,"Not Failing",0,0,NA,"Yes","No","No","C","SWP","SW","Purchased",11.1306542860116
"136","CA3010027","CITY OF ORANGE","Orange","DISTRICT 08 - SANTA ANA","City",NA,"No","Yes","Full",NA,"Full",35478,138995,114231.7217,31.7441661,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Yes","Yes","No","C","SWP","SW","Purchased",11.8422004347203
"137","CA3010036","CITY OF SAN CLEMENTE","Orange","DISTRICT 08 - SANTA ANA","City",NA,"No","Yes","Full",NA,"Full",17627,51545,137204.2931,10.72510235,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0.83,0,0.83,"Not Failing",0,0,0,"Yes","Yes","No","C","SWP","SW","Purchased",10.8502298918661
"138","CA3010030","CITY OF SAN JUAN CAPISTRANO","Orange","DISTRICT 08 - SANTA ANA","City",NA,"No","Yes","Full",NA,"Full",10714,38894,136040.0688,9.091685781,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0,0,0,"Not Failing",NA,NA,0,"Yes","Yes","No","C","SWP","SW","Purchased",10.5686209866409
"139","CA3010038","CITY OF SANTA ANA","Orange","DISTRICT 08 - SANTA ANA","City",NA,"No","Yes","Full",NA,"Full",45058,337716,77713.92761,36.0296804,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,15407365,NA,"Not Failing",NA,NA,NA,"Yes","Yes","Yes","C","SWP","SW","Purchased",12.7299635456456
"140","CA3010041","CITY OF SEAL BEACH","Orange","DISTRICT 08 - SANTA ANA","City",NA,"No","Yes","Full",NA,"Full",5451,24204,80850.24139,19.00807823,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0.67,0,0.67,"Not Failing",0,0,0,"No","No","No","C","SWP","SW","Purchased",10.0943145023738
"141","CA3010046","CITY OF TUSTIN","Orange","DISTRICT 08 - SANTA ANA","City",NA,"No","Yes","Full",NA,"Full",14134,66000,115473.3644,25.92005041,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0,0,0,"Not Failing",0,0,0,"Yes","Yes","No","C","SWP","SW","Purchased",11.0974251724089
"142","CA3010064","CITY OF WESTMINSTER","Orange","DISTRICT 08 - SANTA ANA","City",NA,"No","Yes","Full",NA,"Full",20583,95256,73489.43622,33.71118688,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0.67,0,0,0.67,"Not Failing",0,0,1,"Yes","Yes","No","C","SWP","SW","Purchased",11.4643337811023
"143","CA3010062","CITY OF GARDEN GROVE","Orange","DISTRICT 08 - SANTA ANA","City",NA,"No","Yes","Full",NA,"Full",33643,174226,80293.75742,36.0296804,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Yes","Yes","No","C","SWP","SW","Purchased",12.0681143256496
"144","CA5710001","CITY OF DAVIS","Yolo","DISTRICT 09 - SACRAMENTO","City",NA,"No","Yes","Full",NA,"Full",17312,71698,103347.4715,9.733453972,"Not At-Risk","NO","NO","NO","NO","NO",1.32,0,0.67,0,0,1.99,"Not Failing",0,0,1,"Yes","Yes","No","C","SWP","SW","Purchased",11.1802320794891
"145","CA2910001","CITY OF GRASS VALLEY","Nevada","DISTRICT 09 - SACRAMENTO","City",NA,"No","Yes","Full",NA,"Full",2762,4947,43048.20555,12.36847238,"Not At-Risk","NO","NO","NO","NO","NO",0.25,1.33,0.33,0.17,0,2.08,"Not Failing",0,0,0.5,"Yes","No","No","C","SW","SW","Self-produced",8.50673873351238
"146","CA2910002","CITY OF NEVADA CITY","Nevada","DISTRICT 09 - SACRAMENTO","City",NA,"No","Yes","Full",NA,"Full",1252,3148,48272.40034,11.34497864,"At-Risk","NO","NO","NO","NO","NO",2.5,2,1.42,0.33,0,6.25,"Not Failing",0.75,0,1,"Yes","No","No","C","SW","SW","Self-produced",8.05484022110102
"147","CA3410020","CITY OF SACRAMENTO MAIN","Sacramento","DISTRICT 09 - SACRAMENTO","City",NA,"No","Yes","Full",NA,"Full",143909,520746,67246.57073,10.17702221,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,173141875,NA,"Not Failing",NA,NA,NA,"Yes","Yes","Yes","C","SW","SW","Self-produced",13.1630195981849
