PWSID,PWS_Name,Counties_Served,Primacy_FINAL,Primacy_agency_SWRCB email,SAFER_REGULATOR,TYPE_consolidated_2018_original,Draft_inst_update_source,Draft_inst_update,Final_inst_update,Inst_Subtype,Notes,Notes_last_updated,Weird_case,Activemarch29?,SAFER_status_2023
CA5610019,CAMARILLO WATER DEPT,Ventura,DISTRICT 06 - SANTA BARBARA,#N/A,DISTRICT 06 - SANTA BARBARA,City,Original,City,City,,,,,CAMARILLO WATER DEPT,Not At-Risk
CA5610020,THOUSAND OAKS WATER DEPT,Ventura,DISTRICT 06 - SANTA BARBARA,#N/A,DISTRICT 06 - SANTA BARBARA,City,Original,City,City,,,,,THOUSAND OAKS WATER DEPT,Not At-Risk
CA1910179,"BURBANK-CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,City,Original,City,City,,,,,"BURBANK-CITY, WATER DEPT.",Not Assessed
CA1910029,CITY OF INDUSTRY WATERWORKS SYSTEMS,Los Angeles,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,City,Original,City,City,,,,,CITY OF INDUSTRY WATERWORKS SYSTEMS,Not At-Risk
CA1910127,"COVINA-CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,City,Original,City,City,,,,,"COVINA-CITY, WATER DEPT.",Not At-Risk
CA1910044,"GLENDORA-CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,City,Original,City,City,,,,,"GLENDORA-CITY, WATER DEPT.",Not At-Risk
CA1910239,"LAKEWOOD - CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,City,Original,City,City,,,,,"LAKEWOOD - CITY, WATER DEPT.",Not At-Risk
CA1910073,"LOMITA-CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,City,Original,City,City,,,,,"LOMITA-CITY, WATER DEPT.",Not At-Risk
CA1910065,"LONG BEACH-CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,City,Original,City,City,,,,,"LONG BEACH-CITY, WATER DEPT.",Not Assessed
CA1910092,"MONTEREY PARK-CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,City,Original,City,City,,,,,"MONTEREY PARK-CITY, WATER DEPT.",At-Risk
CA1910105,"PARAMOUNT - CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,City,Original,City,City,,,,,"PARAMOUNT - CITY, WATER DEPT.",At-Risk
CA1910042,"PICO RIVERA - CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,City,Original,City,City,,,,,"PICO RIVERA - CITY, WATER DEPT.",Potentially At-Risk
CA1910148,"SIERRA MADRE-CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,City,Original,City,City,,,,,"SIERRA MADRE-CITY, WATER DEPT.",Not At-Risk
CA1910149,"SIGNAL HILL - CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,DISTRICT 07 - HOLLYWOOD,City,Original,City,City,,,,,"SIGNAL HILL - CITY, WATER DEPT.",Failing
CA1910173,"WHITTIER-CITY, WATER DEPT.",Los Angeles,DISTRICT 07 - HOLLYWOOD,#N/A,DISTRICT 07 - HOLLYWOOD,City,Original,City,City,,,,,"WHITTIER-CITY, WATER DEPT.",Not At-Risk
CA3010001,CITY OF ANAHEIM,Orange,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,City,Original,City,City,,,,,CITY OF ANAHEIM,Not Assessed
CA3010002,CITY OF BREA,Orange,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,City,Original,City,City,,,,,CITY OF BREA,Not At-Risk
CA3010003,CITY OF BUENA PARK,Orange,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,City,Original,City,City,,,,,CITY OF BUENA PARK,Not At-Risk
CA3010069,CITY OF FOUNTAIN VALLEY,Orange,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,City,Original,City,City,,,,,CITY OF FOUNTAIN VALLEY,Not At-Risk
CA3010010,CITY OF FULLERTON,Orange,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,City,Original,City,City,,,,,CITY OF FULLERTON,Not Assessed
CA3010053,CITY OF HUNTINGTON BEACH,Orange,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,City,Original,City,City,,,,,CITY OF HUNTINGTON BEACH,Not Assessed
CA3010018,CITY OF LA HABRA,Orange,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,City,Original,City,City,,,,,CITY OF LA HABRA,Not At-Risk
CA3010100,CITY OF LA PALMA,Orange,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,City,Original,City,City,,,,,CITY OF LA PALMA,Not At-Risk
CA3010023,CITY OF NEWPORT BEACH,Orange,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,#N/A,City,Original,City,City,,,,,CITY OF NEWPORT BEACH,#N/A
CA3010027,CITY OF ORANGE,Orange,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,City,Original,City,City,,,,,CITY OF ORANGE,Not Assessed
CA3010036,CITY OF SAN CLEMENTE,Orange,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,City,Original,City,City,,,,,CITY OF SAN CLEMENTE,Not At-Risk
CA3010030,CITY OF SAN JUAN CAPISTRANO,Orange,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,City,Original,City,City,,,,,CITY OF SAN JUAN CAPISTRANO,Not At-Risk
CA3010038,CITY OF SANTA ANA,Orange,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,City,Original,City,City,,,,,CITY OF SANTA ANA,Not Assessed
CA3010041,CITY OF SEAL BEACH,Orange,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,City,Original,City,City,,,,,CITY OF SEAL BEACH,Not At-Risk
CA3010046,CITY OF TUSTIN,Orange,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,City,Original,City,City,,,,,CITY OF TUSTIN,Not At-Risk
CA3010064,CITY OF WESTMINSTER,Orange,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,DISTRICT 08 - SANTA ANA,City,Original,City,City,,,,,CITY OF WESTMINSTER,Not At-Risk
CA3010062,CITY OF GARDEN GROVE,Orange,DISTRICT 08 - SANTA ANA,#N/A,DISTRICT 08 - SANTA ANA,City,Original,City,City,,,,,CITY OF GARDEN GROVE,Not Assessed
CA5710001,CITY OF DAVIS,Yolo,DISTRICT 09 - SACRAMENTO,DISTRICT 09 - SACRAMENTO,DISTRICT 09 - SACRAMENTO,City,Original,City,City,,,,,CITY OF DAVIS,Not At-Risk
CA2910001,CITY OF GRASS VALLEY,Nevada,DISTRICT 09 - SACRAMENTO,DISTRICT 09 - SACRAMENTO,DISTRICT 09 - SACRAMENTO,City,Original,City,City,,,,,CITY OF GRASS VALLEY,Not At-Risk
CA2910002,CITY OF NEVADA CITY,Nevada,DISTRICT 09 - SACRAMENTO,DISTRICT 09 - SACRAMENTO,DISTRICT 09 - SACRAMENTO,City,Original,City,City,,,,,CITY OF NEVADA CITY,At-Risk
CA3410020,CITY OF SACRAMENTO MAIN,Sacramento,DISTRICT 09 - SACRAMENTO,DISTRICT 09 - SACRAMENTO,DISTRICT 09 - SACRAMENTO,City,Consolidations,City,City,,,,,CITY OF SACRAMENTO MAIN,Not Assessed
CA5710005,CITY OF WINTERS,Yolo,DISTRICT 09 - SACRAMENTO,DISTRICT 09 - SACRAMENTO,DISTRICT 09 - SACRAMENTO,City,Consolidations,City,City,,,,,CITY OF WINTERS,Not At-Risk
CA5710006,CITY OF WOODLAND,Yolo,DISTRICT 09 - SACRAMENTO,DISTRICT 09 - SACRAMENTO,DISTRICT 09 - SACRAMENTO,City,Consolidations,City,City,,,,,CITY OF WOODLAND,Not At-Risk
CA3410014,"FOLSOM, CITY OF - MAIN",Sacramento,DISTRICT 09 - SACRAMENTO,DISTRICT 09 - SACRAMENTO,DISTRICT 09 - SACRAMENTO,City,Original,City,City,,,,,"FOLSOM, CITY OF - MAIN",Not At-Risk
CA3410011,"GALT, CITY OF",Sacramento,DISTRICT 09 - SACRAMENTO,DISTRICT 09 - SACRAMENTO,DISTRICT 09 - SACRAMENTO,City,Original,City,City,,,,,"GALT, CITY OF",Not At-Risk
CA0910003,"PLACERVILLE, CITY OF - MAIN",El Dorado,DISTRICT 09 - SACRAMENTO,DISTRICT 09 - SACRAMENTO,DISTRICT 09 - SACRAMENTO,City,Consolidations,City,City,,,,,"PLACERVILLE, CITY OF - MAIN",Not At-Risk
CA5710003,CITY OF WEST SACRAMENTO,Yolo,DISTRICT 09 - SACRAMENTO,#N/A,DISTRICT 09 - SACRAMENTO,City,Original,City,City,,,,,CITY OF WEST SACRAMENTO,At-Risk
CA3410030,"FOLSOM, CITY OF - ASHLAND",Sacramento,DISTRICT 09 - SACRAMENTO,#N/A,DISTRICT 09 - SACRAMENTO,City,Original,City,City,,,,,"FOLSOM, CITY OF - ASHLAND",Not At-Risk
CA0510003,"ANGELS, CITY OF",Calaveras,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Original,City,City,,,,,"ANGELS, CITY OF",At-Risk
CA5010028,"CERES, CITY OF",Stanislaus,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Consolidations,City,City,,,,,"CERES, CITY OF",Failing
CA0310001,CITY OF JACKSON,Amador,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Original,City,City,,,,,CITY OF JACKSON,Failing
CA3910015,CITY OF LATHROP,San Joaquin,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Consolidations,City,City,,,,,CITY OF LATHROP,Potentially At-Risk
CA5010035,CITY OF MODESTO - CENTRAL TURLOCK,Stanislaus,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Original,City,City,,"36 metered SC and 0 unmetered, Federal SC # is off",,,CITY OF MODESTO - CENTRAL TURLOCK,Not At-Risk
CA5010029,CITY OF MODESTO - DEL RIO,Stanislaus,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Original,City,City,,,,,CITY OF MODESTO - DEL RIO,Potentially At-Risk
CA5010033,CITY OF MODESTO - GRAYSON,Stanislaus,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Original,City,City,,,,,CITY OF MODESTO - GRAYSON,At-Risk
CA5010005,CITY OF MODESTO - SALIDA,Stanislaus,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Original,City,City,,,,,CITY OF MODESTO - SALIDA,Not At-Risk
CA5010013,CITY OF NEWMAN-WATER DEPARTMENT,Stanislaus,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Original,City,City,,,,,CITY OF NEWMAN-WATER DEPARTMENT,Not At-Risk
CA3910012,CITY OF STOCKTON,San Joaquin,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Original,City,City,,,,,CITY OF STOCKTON,Not Assessed
CA5010006,CITY OF WATERFORD,Stanislaus,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Original,City,City,,,,,CITY OF WATERFORD,Not At-Risk
CA3910003,"ESCALON, CITY OF",San Joaquin,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Original,City,City,,,,,"ESCALON, CITY OF",Not At-Risk
CA5010008,"HUGHSON, CITY OF",Stanislaus,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Original,City,City,,,,,"HUGHSON, CITY OF",Failing
CA3910004,"LODI, CITY OF",San Joaquin,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Consolidations,City,City,,,,,"LODI, CITY OF",Not At-Risk
CA3910005,"MANTECA, CITY OF",San Joaquin,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Original,City,City,,,,,"MANTECA, CITY OF",Failing
CA5010010,"MODESTO, CITY OF",Stanislaus,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Original,City,City,,,,,"MODESTO, CITY OF",Not Assessed
CA5010014,"OAKDALE, CITY OF",Stanislaus,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Original,City,City,,,,,"OAKDALE, CITY OF",Not At-Risk
CA5010017,"PATTERSON, CITY OF",Stanislaus,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Consolidations,City,City,,,,,"PATTERSON, CITY OF",Potentially At-Risk
CA0310004,"PLYMOUTH, CITY OF",Amador,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Original,City,City,,,,,"PLYMOUTH, CITY OF",Failing
CA3910007,"RIPON, CITY OF",San Joaquin,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Original,City,City,,,,,"RIPON, CITY OF",Not At-Risk
CA5010018,"RIVERBANK, CITY OF",Stanislaus,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Original,City,City,,,,,"RIVERBANK, CITY OF",Failing
CA3910011,"TRACY, CITY OF",San Joaquin,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Original,City,City,,,,,"TRACY, CITY OF",Not At-Risk
CA5010019,"TURLOCK, CITY OF",Stanislaus,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Original,City,City,,,,,"TURLOCK, CITY OF",Failing
CA5010026,WATERFORD - HICKMAN,Stanislaus,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,DISTRICT 10 - STOCKTON,City,Consolidations,City,City,,181 metered SC and 600 people and not under LPA,3/2/23,,WATERFORD - HICKMAN,Not At-Risk
CA5010034,CITY OF MODESTO - NORTH TURLOCK,Stanislaus,DISTRICT 10 - STOCKTON,#N/A,DISTRICT 10 - STOCKTON,City,Original,City,City,,"44 metered SC and 0 unmetered, Federal SC # is off",,,CITY OF MODESTO - NORTH TURLOCK,Not At-Risk
CA5010023,CITY OF MODESTO - SOUTH TURLOCK,Stanislaus,DISTRICT 10 - STOCKTON,#N/A,DISTRICT 10 - STOCKTON,City,Original,City,City,,,,,CITY OF MODESTO - SOUTH TURLOCK,Not At-Risk
CA5010031,CITY OF MODESTO - WALNUT MANOR,Stanislaus,DISTRICT 10 - STOCKTON,#N/A,DISTRICT 10 - STOCKTON,City,Original,City,City,,"51 Metered SC and 2 unmetered, Residential pop of 175",,,CITY OF MODESTO - WALNUT MANOR,Not At-Risk
CA5010042,WATERFORD-RIVER POINTE,Stanislaus,DISTRICT 10 - STOCKTON,#N/A,DISTRICT 10 - STOCKTON,City,Original,City,City,,,,,WATERFORD-RIVER POINTE,Not At-Risk
CA2010001,CHOWCHILLA CITY WATER DEPT,Madera,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,City,Original,City,City,,,,,CHOWCHILLA CITY WATER DEPT,Not At-Risk
CA2410001,CITY OF ATWATER,Merced,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,City,Original,City,City,,,,,CITY OF ATWATER,At-Risk
CA2410002,CITY OF DOS PALOS,Merced,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,City,Original,City,City,,,,,CITY OF DOS PALOS,Failing
CA1010007,CITY OF FRESNO,Fresno,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,City,Consolidations,City,City,,,,,CITY OF FRESNO,Not Assessed
CA2410003,CITY OF GUSTINE,Merced,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,City,Original,City,City,,,,,CITY OF GUSTINE,Potentially At-Risk
CA2410004,CITY OF LIVINGSTON,Merced,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,City,Consolidations,City,City,,,,,CITY OF LIVINGSTON,Failing
CA2410005,CITY OF LOS BANOS,Merced,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,City,Original,City,City,,,,,CITY OF LOS BANOS,At-Risk
CA2010002,CITY OF MADERA,Madera,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,City,Original,City,City,,,,,CITY OF MADERA,Not At-Risk
CA2410009,CITY OF MERCED,Merced,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,City,Consolidations,City,City,,,,,CITY OF MERCED,Not At-Risk
CA1610002,"AVENAL, CITY OF",Kings,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,City,Original,City,City,,,,,"AVENAL, CITY OF",Failing
CA1510031,"BAKERSFIELD, CITY OF",Kern,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,City,Consolidations,City,City,,,,,"BAKERSFIELD, CITY OF",Not Assessed
CA1010003,CITY OF CLOVIS,Fresno,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,City,Original,City,City,,,,,CITY OF CLOVIS,Not Assessed
CA1610004,"CORCORAN, CITY OF",Kings,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,City,Original,City,City,,,,,"CORCORAN, CITY OF",At-Risk
CA1510005,"DELANO, CITY OF",Kern,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,City,Original,City,City,,,,,"DELANO, CITY OF",At-Risk
CA1610003,"HANFORD, CITY OF",Kings,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,City,Consolidations,City,City,,,,,"HANFORD, CITY OF",Failing
CA1610005,"LEMOORE, CITY OF",Kings,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,City,Original,City,City,,,,,"LEMOORE, CITY OF",Failing
CA1510013,"MCFARLAND, CITY OF",Kern,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,City,Original,City,City,,,,,"MCFARLAND, CITY OF",Failing
CA1510019,"SHAFTER, CITY OF",Kern,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,City,Original,City,City,,,,,"SHAFTER, CITY OF",Failing
CA1510021,"WASCO, CITY OF",Kern,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,City,Original,City,City,,,,,"WASCO, CITY OF",Failing
CA3610001,"ADELANTO, CITY OF",San Bernardino,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,City,Original,City,City,,,,,"ADELANTO, CITY OF",Not At-Risk
CA3610012,"CHINO, CITY OF",San Bernardino,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,City,Original,City,City,,,,,"CHINO, CITY OF",At-Risk
CA3610022,DWP - FAWNSKIN,San Bernardino,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,City,Original,City,City,,City of big bear,1/27/23,,DWP - FAWNSKIN,Not At-Risk
CA3610013,"LOMA LINDA, CITY OF",San Bernardino,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,City,Original,City,City,,,,,"LOMA LINDA, CITY OF",Not At-Risk
CA3610032,"NEEDLES, CITY OF",San Bernardino,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,City,Original,City,City,,,,,"NEEDLES, CITY OF",Failing
CA3610037,REDLANDS CITY MUD-WATER DIV,San Bernardino,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,City,Original,City,City,,,,,REDLANDS CITY MUD-WATER DIV,Not At-Risk
CA3610038,"RIALTO, CITY OF",San Bernardino,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,City,Original,City,City,,,,,"RIALTO, CITY OF",At-Risk
CA3610052,VICTORVILLE WATER DISTRICT,San Bernardino,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,City,Original,City,City,,,,,VICTORVILLE WATER DISTRICT,Not Assessed
CA3610044,BIG BEAR LAKE DWP - BIG BEAR SYSTEM,San Bernardino,DISTRICT 13 - SAN BERNARDINO,#N/A,DISTRICT 13 - SAN BERNARDINO,City,Consolidations,City,City,,,,,BIG BEAR LAKE DWP - BIG BEAR SYSTEM,Not At-Risk
CA1410510,LADWP - MANZANAR,Inyo,DISTRICT 13 - SAN BERNARDINO,#N/A,DISTRICT 13 - SAN BERNARDINO,City,Original,City,City,,,,,LADWP - MANZANAR,Not Assessed
CA3610034,ONTARIO MUNICIPAL UTILITIES COMPANY,San Bernardino,DISTRICT 13 - SAN BERNARDINO,#N/A,DISTRICT 13 - SAN BERNARDINO,City,Consolidations,City,City,,,,,ONTARIO MUNICIPAL UTILITIES COMPANY,Not Assessed
CA3710004,"DEL MAR, CITY OF",San Diego,DISTRICT 14 - SAN DIEGO,DISTRICT 14 - SAN DIEGO,DISTRICT 14 - SAN DIEGO,City,Original,City,City,,,,,"DEL MAR, CITY OF",Not At-Risk
CA3710006,"ESCONDIDO, CITY OF",San Diego,DISTRICT 14 - SAN DIEGO,DISTRICT 14 - SAN DIEGO,DISTRICT 14 - SAN DIEGO,City,Original,City,City,,,,,"ESCONDIDO, CITY OF",Not Assessed
CA3710014,"OCEANSIDE, CITY OF",San Diego,DISTRICT 14 - SAN DIEGO,DISTRICT 14 - SAN DIEGO,DISTRICT 08 - SANTA ANA,City,Original,City,City,,,,,"OCEANSIDE, CITY OF",Not Assessed
CA3710020,"SAN DIEGO, CITY OF",San Diego,DISTRICT 14 - SAN DIEGO,DISTRICT 14 - SAN DIEGO,DISTRICT 14 - SAN DIEGO,City,Original,City,City,,,,,"SAN DIEGO, CITY OF",Not Assessed
CA3710021,SAN DIEGUITO WD,San Diego,DISTRICT 14 - SAN DIEGO,DISTRICT 14 - SAN DIEGO,DISTRICT 14 - SAN DIEGO,City,Original,City,City,,"In 1922, the San Dieguito Irrigation District was formed under the California Irrigation District Act to provide water service to the area. Now known as San Dieguito Water District, is a public agency providing water and recycled water services within the communities of Old Encinitas, Leucadia, Cardiff, and portions of New Encinitas. The San Dieguito Water District is a member agency to San Diego County Water Authority. In 1986, the unincorporated communities in the region incorporated as the City of Encinitas. San Dieguito Water District is a subsidiary of the City of Encinitas",1/27/23,,SAN DIEGUITO WD,Not At-Risk
CA3710015,"POWAY, CITY OF",San Diego,DISTRICT 14 - SAN DIEGO,#N/A,DISTRICT 14 - SAN DIEGO,City,Original,City,City,,,,,"POWAY, CITY OF",Not At-Risk
CA1910108,CITY OF BELL GARDENS,Los Angeles,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,City,Original,City,City,,,,,CITY OF BELL GARDENS,Potentially At-Risk
CA1910040,"EL SEGUNDO-CITY, WATER DEPT.",Los Angeles,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,City,Original,City,City,,,,,"EL SEGUNDO-CITY, WATER DEPT.",Not At-Risk
CA1910043,"GLENDALE-CITY, WATER DEPT.",Los Angeles,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,City,Original,City,City,,,,,"GLENDALE-CITY, WATER DEPT.",Not Assessed
CA1910051,"INGLEWOOD- CITY, WATER DEPT.",Los Angeles,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,City,Original,City,City,,,,,"INGLEWOOD- CITY, WATER DEPT.",Not At-Risk
CA1910062,"LA VERNE, CITY WD",Los Angeles,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,City,Original,City,City,,,,,"LA VERNE, CITY WD",Not At-Risk
CA1910067,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",Los Angeles,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,City,Consolidations,City,City,,,,,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",Not Assessed
CA1900542,"LOS ANGELES, CITY OF - POWER PLANT #2",Los Angeles,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,City,Original,City,City,,,,,"LOS ANGELES, CITY OF - POWER PLANT #2",At-Risk
CA1910191,"NORWALK - CITY, WATER DEPT.",Los Angeles,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,City,Original,City,City,,,,,"NORWALK - CITY, WATER DEPT.",Not At-Risk
